tripduration,starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
381,10/1/2024 9:04,10/1/2024 9:10,Rtd,Rotterdam Centraal,51.9225,4.467167,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,822
482,10/1/2024 9:05,10/1/2024 9:13,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1017
520,10/1/2024 9:05,10/1/2024 9:14,Rtb,Rotterdam Blaak,51.920582,4.486082,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,643
657,10/1/2024 9:06,10/1/2024 9:17,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,673
487,10/1/2024 9:09,10/1/2024 9:17,Rtb,Rotterdam Blaak,51.920582,4.486082,107,Ames St at Main St,42.3625,-71.08822,739
292,10/1/2024 9:10,10/1/2024 9:15,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,717
762,10/1/2024 9:13,10/1/2024 9:26,Ut,Utrecht Centraal,52.089444,5.110278,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,1301
358,10/1/2024 9:17,10/1/2024 9:23,GV,The Hague Hollands Spoor,52.070833,4.322222,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,653
917,10/1/2024 9:20,10/1/2024 9:35,115,Porter Square Station,42.387995,-71.119084,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,649
680,10/1/2024 9:21,10/1/2024 9:33,Uto,Utrecht Overvecht,52.113333,5.111111,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,822
414,10/1/2024 9:24,10/1/2024 9:31,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,751
440,10/1/2024 9:32,10/1/2024 9:40,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1308
603,10/1/2024 9:37,10/1/2024 9:47,Rtd,Rotterdam Centraal,51.9225,4.467167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,702
558,10/1/2024 9:37,10/1/2024 9:46,Rtb,Rotterdam Blaak,51.920582,4.486082,107,Ames St at Main St,42.3625,-71.08822,681
520,10/1/2024 9:40,10/1/2024 9:48,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1057
616,10/1/2024 9:42,10/1/2024 9:52,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,107,Ames St at Main St,42.3625,-71.08822,822
796,10/1/2024 9:42,10/1/2024 9:55,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,141,Kendall Street,42.36356016,-71.08216792,1298
1631,10/1/2024 9:43,10/1/2024 10:11,143,EF - North Point Park,42.369885,-71.069957,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,896
112,10/1/2024 9:43,10/1/2024 9:45,Asd,Amsterdam Centraal,52.379189,4.899431,141,Kendall Street,42.36356016,-71.08216792,642
1225,10/1/2024 9:44,10/1/2024 10:05,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1312
117,10/1/2024 9:50,10/1/2024 9:52,Asd,Amsterdam Centraal,52.379189,4.899431,141,Kendall Street,42.36356016,-71.08216792,851
712,10/1/2024 9:51,10/1/2024 10:03,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,881
649,10/1/2024 9:51,10/1/2024 10:02,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,107,Ames St at Main St,42.3625,-71.08822,1089
1002,10/1/2024 9:53,10/1/2024 10:10,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,641
529,10/1/2024 9:54,10/1/2024 10:03,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,668
260,10/1/2024 9:56,10/1/2024 10:01,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1294
174,10/1/2024 9:57,10/1/2024 10:00,GV,The Hague Hollands Spoor,52.070833,4.322222,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,895
434,10/1/2024 9:58,10/1/2024 10:05,Ut,Utrecht Centraal,52.089444,5.110278,141,Kendall Street,42.36356016,-71.08216792,717
579,10/1/2024 10:05,10/1/2024 10:15,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,733
503,10/1/2024 10:23,10/1/2024 10:31,GV,The Hague Hollands Spoor,52.070833,4.322222,107,Ames St at Main St,42.3625,-71.08822,1100
273,10/1/2024 10:34,10/1/2024 10:39,Uto,Utrecht Overvecht,52.113333,5.111111,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,656
478,10/1/2024 10:35,10/1/2024 10:43,Ut,Utrecht Centraal,52.089444,5.110278,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,898
491,10/1/2024 10:40,10/1/2024 10:48,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,766
1807,10/1/2024 10:45,10/1/2024 11:15,Rtd,Rotterdam Centraal,51.9225,4.467167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1325
464,10/1/2024 10:49,10/1/2024 10:56,Rtd,Rotterdam Centraal,51.9225,4.467167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1269
460,10/1/2024 10:53,10/1/2024 11:00,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1309
305,10/1/2024 11:00,10/1/2024 11:05,Rtb,Rotterdam Blaak,51.920582,4.486082,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1046
787,10/1/2024 11:01,10/1/2024 11:14,Rtd,Rotterdam Centraal,51.9225,4.467167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1006
924,10/1/2024 11:03,10/1/2024 11:19,Asdz,Amsterdam Zuid,52.338602,4.871978,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1090
397,10/1/2024 11:35,10/1/2024 11:42,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1095
381,10/1/2024 11:44,10/1/2024 11:50,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,1006
198,10/1/2024 11:46,10/1/2024 11:49,Ams,Amsterdam Amstel,52.346587,4.918684,107,Ames St at Main St,42.3625,-71.08822,1309
1451,10/1/2024 11:50,10/1/2024 12:14,Ah,Arnhem Centraal,51.985,5.898611,143,EF - North Point Park,42.369885,-71.069957,1023
653,10/1/2024 11:54,10/1/2024 12:05,Rtd,Rotterdam Centraal,51.9225,4.467167,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,897
141,10/1/2024 11:56,10/1/2024 11:58,Asd,Amsterdam Centraal,52.379189,4.899431,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1309
825,10/1/2024 12:07,10/1/2024 12:20,117,Binney St / Sixth St,42.366095,-71.086388,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1265
10840,10/1/2024 12:11,10/1/2024 15:12,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,906
880,10/1/2024 12:14,10/1/2024 12:28,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,107,Ames St at Main St,42.3625,-71.08822,734
557,10/1/2024 12:49,10/1/2024 12:58,Asdz,Amsterdam Zuid,52.338602,4.871978,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,770
767,10/1/2024 12:49,10/1/2024 13:02,Rtd,Rotterdam Centraal,51.9225,4.467167,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,1106
673,10/1/2024 13:11,10/1/2024 13:22,Rtb,Rotterdam Blaak,51.920582,4.486082,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1308
236,10/1/2024 13:14,10/1/2024 13:18,Ams,Amsterdam Amstel,52.346587,4.918684,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1269
207,10/1/2024 13:15,10/1/2024 13:18,GV,The Hague Hollands Spoor,52.070833,4.322222,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,1291
2282,10/1/2024 13:26,10/1/2024 14:04,Asd,Amsterdam Centraal,52.379189,4.899431,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,803
767,10/1/2024 13:45,10/1/2024 13:58,Ams,Amsterdam Amstel,52.346587,4.918684,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,643
425,10/1/2024 13:45,10/1/2024 13:52,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,770
675,10/1/2024 13:57,10/1/2024 14:08,Ah,Arnhem Centraal,51.985,5.898611,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1297
549,10/1/2024 14:04,10/1/2024 14:13,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,636
218,10/1/2024 14:27,10/1/2024 14:30,Asdz,Amsterdam Zuid,52.338602,4.871978,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,641
708,10/1/2024 14:27,10/1/2024 14:39,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,643
1423,10/1/2024 14:33,10/1/2024 14:57,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,716
108,10/1/2024 14:36,10/1/2024 14:37,141,Kendall Street,42.36356016,-71.08216792,107,Ames St at Main St,42.3625,-71.08822,852
208,10/1/2024 14:49,10/1/2024 14:53,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1294
848,10/1/2024 14:57,10/1/2024 15:11,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,117,Binney St / Sixth St,42.366095,-71.086388,762
1550,10/1/2024 15:00,10/1/2024 15:26,Ah,Arnhem Centraal,51.985,5.898611,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,659
1099,10/1/2024 15:10,10/1/2024 15:29,142,Alewife Station at Russell Field,42.396105,-71.139459,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1078
517,10/1/2024 15:13,10/1/2024 15:22,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,948
701,10/1/2024 15:15,10/1/2024 15:26,Ah,Arnhem Centraal,51.985,5.898611,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,802
369,10/1/2024 15:29,10/1/2024 15:35,Uto,Utrecht Overvecht,52.113333,5.111111,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1097
599,10/1/2024 15:30,10/1/2024 15:40,Ams,Amsterdam Amstel,52.346587,4.918684,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,716
433,10/1/2024 15:35,10/1/2024 15:42,Nm,Nijmegen Station,51.841111,5.854167,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1004
414,10/1/2024 15:56,10/1/2024 16:03,Gvc,The Hague Centraal,52.084167,4.324722,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1275
376,10/1/2024 15:56,10/1/2024 16:03,Uto,Utrecht Overvecht,52.113333,5.111111,90,Lechmere Station at Cambridge St / First St,42.370677,-71.076529,886
1160,10/1/2024 16:00,10/1/2024 16:20,Asd,Amsterdam Centraal,52.379189,4.899431,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,734
276,10/1/2024 16:03,10/1/2024 16:07,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,115,Porter Square Station,42.387995,-71.119084,1307
788,10/1/2024 16:10,10/1/2024 16:23,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,802
390,10/1/2024 16:13,10/1/2024 16:19,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,896
571,10/1/2024 16:19,10/1/2024 16:29,Uto,Utrecht Overvecht,52.113333,5.111111,143,EF - North Point Park,42.369885,-71.069957,1077
840,10/1/2024 16:25,10/1/2024 16:39,115,Porter Square Station,42.387995,-71.119084,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,1307
247,10/1/2024 16:31,10/1/2024 16:35,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,1098
424,10/1/2024 16:40,10/1/2024 16:47,Asdz,Amsterdam Zuid,52.338602,4.871978,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1056
280,10/1/2024 16:51,10/1/2024 16:56,Asdz,Amsterdam Zuid,52.338602,4.871978,107,Ames St at Main St,42.3625,-71.08822,771
730,10/1/2024 16:55,10/1/2024 17:08,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,1141
634,10/1/2024 16:56,10/1/2024 17:06,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1057
668,10/1/2024 17:01,10/1/2024 17:12,Asd,Amsterdam Centraal,52.379189,4.899431,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,822
517,10/1/2024 17:05,10/1/2024 17:14,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,771
1155,10/1/2024 17:07,10/1/2024 17:26,Asdz,Amsterdam Zuid,52.338602,4.871978,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865,853
380,10/1/2024 17:08,10/1/2024 17:15,Asd,Amsterdam Centraal,52.379189,4.899431,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,1006
502,10/1/2024 17:12,10/1/2024 17:20,143,EF - North Point Park,42.369885,-71.069957,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,1023
401,10/1/2024 17:21,10/1/2024 17:27,Ah,Arnhem Centraal,51.985,5.898611,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1004
892,10/1/2024 17:21,10/1/2024 17:36,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1299
233,10/1/2024 17:21,10/1/2024 17:25,Ams,Amsterdam Amstel,52.346587,4.918684,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1275
778,10/1/2024 17:28,10/1/2024 17:41,117,Binney St / Sixth St,42.366095,-71.086388,96,Cambridge Main Library at Broadway / Trowbridge St,42.373379,-71.111075,762
416,10/1/2024 17:29,10/1/2024 17:36,Asd,Amsterdam Centraal,52.379189,4.899431,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,813
840,10/1/2024 17:29,10/1/2024 17:43,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1004
494,10/1/2024 17:31,10/1/2024 17:39,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,774
417,10/1/2024 17:32,10/1/2024 17:39,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,883
994,10/1/2024 17:34,10/1/2024 17:51,Ams,Amsterdam Amstel,52.346587,4.918684,143,EF - North Point Park,42.369885,-71.069957,1309
410,10/1/2024 17:35,10/1/2024 17:42,Ams,Amsterdam Amstel,52.346587,4.918684,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1095
1706,10/1/2024 17:39,10/1/2024 18:08,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,142,Alewife Station at Russell Field,42.396105,-71.139459,770
393,10/1/2024 17:49,10/1/2024 17:56,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,670
1296,10/1/2024 18:15,10/1/2024 18:37,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,115,Porter Square Station,42.387995,-71.119084,1107
560,10/1/2024 18:19,10/1/2024 18:29,Asd,Amsterdam Centraal,52.379189,4.899431,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,714
407,10/1/2024 18:21,10/1/2024 18:28,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,1092
1372,10/1/2024 18:24,10/1/2024 18:46,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,115,Porter Square Station,42.387995,-71.119084,1111
496,10/1/2024 18:25,10/1/2024 18:33,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,653
575,10/1/2024 18:26,10/1/2024 18:35,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,822
624,10/1/2024 18:27,10/1/2024 18:37,Ams,Amsterdam Amstel,52.346587,4.918684,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,898
284,10/1/2024 18:27,10/1/2024 18:32,Gvc,The Hague Centraal,52.084167,4.324722,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1056
262,10/1/2024 18:42,10/1/2024 18:47,Ams,Amsterdam Amstel,52.346587,4.918684,67,MIT at Mass Ave / Amherst St,42.3581,-71.093198,766
780,10/1/2024 18:45,10/1/2024 18:58,117,Binney St / Sixth St,42.366095,-71.086388,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,908
249,10/1/2024 18:47,10/1/2024 18:51,Rtb,Rotterdam Blaak,51.920582,4.486082,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,1095
349,10/1/2024 18:57,10/1/2024 19:03,Asd,Amsterdam Centraal,52.379189,4.899431,107,Ames St at Main St,42.3625,-71.08822,852
1265,10/1/2024 19:07,10/1/2024 19:28,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,875
474,10/1/2024 19:09,10/1/2024 19:17,Asd,Amsterdam Centraal,52.379189,4.899431,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,739
420,10/1/2024 19:15,10/1/2024 19:22,Gvc,The Hague Centraal,52.084167,4.324722,107,Ames St at Main St,42.3625,-71.08822,813
242,10/1/2024 19:22,10/1/2024 19:26,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,1275
13405,10/1/2024 19:22,10/1/2024 23:06,Ams,Amsterdam Amstel,52.346587,4.918684,75,Lafayette Square at Mass Ave / Main St / Columbia St,42.36346469,-71.10057324,1056
293,10/1/2024 19:22,10/1/2024 19:27,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,1093
453,10/1/2024 19:27,10/1/2024 19:34,Asd,Amsterdam Centraal,52.379189,4.899431,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1074
650,10/1/2024 19:42,10/1/2024 19:53,Uto,Utrecht Overvecht,52.113333,5.111111,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,822
978,10/1/2024 19:34,10/1/2024 19:50,141,Kendall Street,42.36356016,-71.08216792,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,642
437,10/1/2024 19:44,10/1/2024 19:51,Asdz,Amsterdam Zuid,52.338602,4.871978,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1046
1383,10/1/2024 19:51,10/1/2024 20:14,141,Kendall Street,42.36356016,-71.08216792,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,935
245,10/1/2024 19:51,10/1/2024 19:55,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,1105
194,10/1/2024 20:01,10/1/2024 20:05,Nm,Nijmegen Station,51.841111,5.854167,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,762
204,10/1/2024 20:10,10/1/2024 20:14,Ah,Arnhem Centraal,51.985,5.898611,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,882
583,10/1/2024 20:12,10/1/2024 20:22,Ams,Amsterdam Amstel,52.346587,4.918684,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472,733
505,10/1/2024 20:16,10/1/2024 20:24,Asd,Amsterdam Centraal,52.379189,4.899431,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,813
439,10/1/2024 20:17,10/1/2024 20:25,Ah,Arnhem Centraal,51.985,5.898611,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,638
879,10/1/2024 20:32,10/1/2024 20:47,Rtb,Rotterdam Blaak,51.920582,4.486082,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,652
177,10/1/2024 20:43,10/1/2024 20:46,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,971
495,10/1/2024 21:06,10/1/2024 21:14,Asd,Amsterdam Centraal,52.379189,4.899431,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,1275
229,10/1/2024 21:10,10/1/2024 21:14,Ah,Arnhem Centraal,51.985,5.898611,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1294
284,10/1/2024 21:18,10/1/2024 21:23,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214,860
471,10/1/2024 21:45,10/1/2024 21:52,Asd,Amsterdam Centraal,52.379189,4.899431,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1041
230,10/1/2024 21:52,10/1/2024 21:55,Ut,Utrecht Centraal,52.089444,5.110278,116,359 Broadway - Broadway at Fayette Street,42.370803,-71.104412,971
462,10/1/2024 22:15,10/1/2024 22:23,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,1076
1164,10/1/2024 22:28,10/1/2024 22:47,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,1083
542,10/1/2024 22:45,10/1/2024 22:54,Ams,Amsterdam Amstel,52.346587,4.918684,88,Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,641
798,10/1/2024 22:55,10/1/2024 23:09,Asdz,Amsterdam Zuid,52.338602,4.871978,110,Harvard University Gund Hall at Quincy St / Kirkland S,42.376369,-71.114025,1325
784,10/1/2024 23:10,10/1/2024 23:23,115,Porter Square Station,42.387995,-71.119084,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,1111
389,10/1/2024 23:23,10/1/2024 23:30,Asdz,Amsterdam Zuid,52.338602,4.871978,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,640
2177,10/1/2024 23:43,10/1/2024 0:20,Uto,Utrecht Overvecht,52.113333,5.111111,118,Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,640
468,10/1/2024 0:55,10/1/2024 1:03,Asdz,Amsterdam Zuid,52.338602,4.871978,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,702
344,10/1/2024 2:21,10/1/2024 2:27,Rtb,Rotterdam Blaak,51.920582,4.486082,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445,739
1203,10/1/2024 3:06,10/1/2024 3:27,Asdz,Amsterdam Zuid,52.338602,4.871978,115,Porter Square Station,42.387995,-71.119084,897
544,10/1/2024 6:08,10/1/2024 6:17,Rtd,Rotterdam Centraal,51.9225,4.467167,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105,638
518,10/1/2024 6:45,10/1/2024 6:54,Nm,Nijmegen Station,51.841111,5.854167,80,MIT Stata Center at Vassar St / Main St,42.3619622,-71.0920526,1291
216,10/1/2024 7:08,10/1/2024 7:11,Nm,Nijmegen Station,51.841111,5.854167,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,776
239,10/1/2024 7:46,10/1/2024 7:50,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945,70,Harvard Kennedy School at Bennett St / Eliot St,42.371196,-71.121473,799
648,10/1/2024 7:49,10/1/2024 8:00,143,EF - North Point Park,42.369885,-71.069957,91,One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,1077
535,10/1/2024 7:49,10/1/2024 7:58,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.356954,-71.113687,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,1265
366,10/1/2024 8:15,10/1/2024 8:21,Rtd,Rotterdam Centraal,51.9225,4.467167,68,Central Square at Mass Ave / Essex St,42.36507,-71.1031,1313
430,10/1/2024 8:31,10/1/2024 8:38,Asd,Amsterdam Centraal,52.379189,4.899431,143,EF - North Point Park,42.369885,-71.069957,685
292,10/1/2024 8:31,10/1/2024 8:36,Uto,Utrecht Overvecht,52.113333,5.111111,107,Ames St at Main St,42.3625,-71.08822,1077
197,10/1/2024 8:36,10/1/2024 8:40,GV,The Hague Hollands Spoor,52.070833,4.322222,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,42.366426,-71.105495,971
