starttime,stoptime,startstationid,startstationname,startstationlatitude,startstationlongitude,endstationid,endstationname,endstationlatitude,endstationlongitude,bikeid
10-04-2024 13:10:51,10-04-2024 20:11:48,Ams,Amsterdam Amstel,52.346587,4.918684,Rtd,Rotterdam Centraal,51.9225,4.467167,1957
10-04-2024 06:10:02,10-04-2024 17:27:06,Rtd,Rotterdam Centraal,51.9225,4.467167,Ut,Utrecht Centraal,52.089444,5.110278,1202
10-03-2024 10:50:40,10-04-2024 05:24:23,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1032
10-02-2024 11:11:42,10-03-2024 17:21:47,GV,The Hague Hollands Spoor,52.070833,4.322222,Ams,Amsterdam Amstel,52.346587,4.918684,1711
10-03-2024 06:28:24,10-03-2024 14:19:36,Ah,Arnhem Centraal,51.985,5.898611,Nm,Nijmegen Station,51.841111,5.854167,1213
10-03-2024 18:52:23,10-03-2024 19:51:38,Uto,Utrecht Overvecht,52.113333,5.111111,Rtd,Rotterdam Centraal,51.9225,4.467167,1737
10-04-2024 13:55:47,10-04-2024 15:35:31,Rtd,Rotterdam Centraal,51.9225,4.467167,Asdz,Amsterdam Zuid,52.338602,4.871978,1090
10-01-2024 14:16:05,10-03-2024 23:04:54,Nm,Nijmegen Station,51.841111,5.854167,Asdz,Amsterdam Zuid,52.338602,4.871978,1037
10-04-2024 05:02:04,10-04-2024 15:24:27,Ut,Utrecht Centraal,52.089444,5.110278,Ams,Amsterdam Amstel,52.346587,4.918684,1406
10-04-2024 09:17:10,10-04-2024 20:07:33,Ah,Arnhem Centraal,51.985,5.898611,Ut,Utrecht Centraal,52.089444,5.110278,1406
10-03-2024 06:01:40,10-04-2024 21:22:57,Uto,Utrecht Overvecht,52.113333,5.111111,Rtb,Rotterdam Blaak,51.920582,4.486082,1000
10-03-2024 18:46:08,10-04-2024 18:50:20,Rtb,Rotterdam Blaak,51.920582,4.486082,Ams,Amsterdam Amstel,52.346587,4.918684,1281
10-01-2024 11:07:47,10-04-2024 08:59:07,Asd,Amsterdam Centraal,52.379189,4.899431,Rtb,Rotterdam Blaak,51.920582,4.486082,1362
10-03-2024 00:40:47,10-04-2024 04:11:25,Gvc,The Hague Centraal,52.084167,4.324722,GV,The Hague Hollands Spoor,52.070833,4.322222,1317
10-02-2024 05:15:44,10-04-2024 20:24:48,Ut,Utrecht Centraal,52.089444,5.110278,Uto,Utrecht Overvecht,52.113333,5.111111,1219
10-03-2024 05:23:20,10-04-2024 20:02:58,Rtb,Rotterdam Blaak,51.920582,4.486082,Ah,Arnhem Centraal,51.985,5.898611,1244
10-01-2024 04:35:06,10-02-2024 23:00:03,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1108
10-02-2024 17:07:30,10-04-2024 07:01:45,Ams,Amsterdam Amstel,52.346587,4.918684,GV,The Hague Hollands Spoor,52.070833,4.322222,1157
10-03-2024 21:11:13,10-04-2024 17:01:31,Ah,Arnhem Centraal,51.985,5.898611,Ams,Amsterdam Amstel,52.346587,4.918684,1500
10-04-2024 04:59:37,10-04-2024 06:37:12,Uto,Utrecht Overvecht,52.113333,5.111111,Rtd,Rotterdam Centraal,51.9225,4.467167,1406
10-03-2024 21:30:12,10-04-2024 06:41:34,Ut,Utrecht Centraal,52.089444,5.110278,Rtb,Rotterdam Blaak,51.920582,4.486082,1708
10-01-2024 16:25:17,10-03-2024 14:44:00,Uto,Utrecht Overvecht,52.113333,5.111111,Asdz,Amsterdam Zuid,52.338602,4.871978,1905
10-03-2024 19:48:27,10-04-2024 01:59:31,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1734
10-03-2024 16:43:51,10-03-2024 17:44:07,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1006
10-04-2024 12:24:34,10-04-2024 23:15:10,Ut,Utrecht Centraal,52.089444,5.110278,Asdz,Amsterdam Zuid,52.338602,4.871978,1565
10-01-2024 23:26:44,10-04-2024 08:30:50,Gvc,The Hague Centraal,52.084167,4.324722,Ams,Amsterdam Amstel,52.346587,4.918684,1946
10-01-2024 15:41:42,10-04-2024 20:15:55,Nm,Nijmegen Station,51.841111,5.854167,Asd,Amsterdam Centraal,52.379189,4.899431,1025
10-02-2024 16:10:31,10-03-2024 00:22:53,Uto,Utrecht Overvecht,52.113333,5.111111,Gvc,The Hague Centraal,52.084167,4.324722,1611
10-01-2024 01:49:35,10-02-2024 22:11:19,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtb,Rotterdam Blaak,51.920582,4.486082,1795
10-01-2024 13:23:06,10-04-2024 08:50:27,GV,The Hague Hollands Spoor,52.070833,4.322222,Rtb,Rotterdam Blaak,51.920582,4.486082,1230
10-03-2024 12:12:20,10-03-2024 14:48:28,Ut,Utrecht Centraal,52.089444,5.110278,Rtb,Rotterdam Blaak,51.920582,4.486082,1339
10-03-2024 23:03:05,10-04-2024 22:01:30,Nm,Nijmegen Station,51.841111,5.854167,GV,The Hague Hollands Spoor,52.070833,4.322222,1618
10-01-2024 13:54:53,10-03-2024 04:46:45,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1107
10-03-2024 21:54:57,10-04-2024 19:19:31,Asd,Amsterdam Centraal,52.379189,4.899431,Ut,Utrecht Centraal,52.089444,5.110278,1146
10-01-2024 14:49:35,10-03-2024 12:16:22,Ah,Arnhem Centraal,51.985,5.898611,Ams,Amsterdam Amstel,52.346587,4.918684,1304
10-04-2024 22:12:17,10-04-2024 23:13:36,Ams,Amsterdam Amstel,52.346587,4.918684,Rtd,Rotterdam Centraal,51.9225,4.467167,1266
10-01-2024 19:08:37,10-02-2024 04:34:07,Asd,Amsterdam Centraal,52.379189,4.899431,Asdz,Amsterdam Zuid,52.338602,4.871978,1800
10-02-2024 17:31:56,10-03-2024 07:57:17,Ut,Utrecht Centraal,52.089444,5.110278,Asdz,Amsterdam Zuid,52.338602,4.871978,1981
10-04-2024 03:02:25,10-04-2024 15:48:53,Nm,Nijmegen Station,51.841111,5.854167,GV,The Hague Hollands Spoor,52.070833,4.322222,1986
10-04-2024 21:09:53,10-04-2024 23:09:37,Rtd,Rotterdam Centraal,51.9225,4.467167,GV,The Hague Hollands Spoor,52.070833,4.322222,1827
10-04-2024 03:53:14,10-04-2024 20:40:54,GV,The Hague Hollands Spoor,52.070833,4.322222,Ut,Utrecht Centraal,52.089444,5.110278,1808
10-03-2024 12:59:30,10-03-2024 18:28:50,Ah,Arnhem Centraal,51.985,5.898611,GV,The Hague Hollands Spoor,52.070833,4.322222,1456
10-01-2024 13:49:16,10-04-2024 13:14:22,Ah,Arnhem Centraal,51.985,5.898611,Rtb,Rotterdam Blaak,51.920582,4.486082,1602
10-04-2024 05:28:20,10-04-2024 15:53:05,Ams,Amsterdam Amstel,52.346587,4.918684,Asdz,Amsterdam Zuid,52.338602,4.871978,1811
10-01-2024 23:02:24,10-04-2024 19:20:58,Uto,Utrecht Overvecht,52.113333,5.111111,Asdz,Amsterdam Zuid,52.338602,4.871978,1410
10-03-2024 18:41:34,10-04-2024 06:07:02,GV,The Hague Hollands Spoor,52.070833,4.322222,Asdz,Amsterdam Zuid,52.338602,4.871978,1620
10-01-2024 19:25:49,10-04-2024 18:58:17,Asdz,Amsterdam Zuid,52.338602,4.871978,Nm,Nijmegen Station,51.841111,5.854167,1706
10-02-2024 19:32:16,10-03-2024 07:43:39,Asdz,Amsterdam Zuid,52.338602,4.871978,Uto,Utrecht Overvecht,52.113333,5.111111,1641
10-01-2024 22:35:10,10-04-2024 16:39:31,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1342
10-02-2024 13:25:14,10-04-2024 20:44:16,Ut,Utrecht Centraal,52.089444,5.110278,Uto,Utrecht Overvecht,52.113333,5.111111,1259
10-01-2024 13:46:30,10-01-2024 23:57:50,Ah,Arnhem Centraal,51.985,5.898611,Uto,Utrecht Overvecht,52.113333,5.111111,1667
10-04-2024 06:29:45,10-04-2024 23:50:58,Rtb,Rotterdam Blaak,51.920582,4.486082,GV,The Hague Hollands Spoor,52.070833,4.322222,1439
10-04-2024 21:01:11,10-04-2024 21:58:08,Uto,Utrecht Overvecht,52.113333,5.111111,Asd,Amsterdam Centraal,52.379189,4.899431,1590
10-01-2024 14:56:55,10-02-2024 08:51:02,Ut,Utrecht Centraal,52.089444,5.110278,Uto,Utrecht Overvecht,52.113333,5.111111,1112
10-04-2024 17:16:42,10-04-2024 23:14:49,Gvc,The Hague Centraal,52.084167,4.324722,Nm,Nijmegen Station,51.841111,5.854167,1529
10-02-2024 17:31:12,10-03-2024 09:21:15,Gvc,The Hague Centraal,52.084167,4.324722,Ams,Amsterdam Amstel,52.346587,4.918684,1061
10-03-2024 15:59:20,10-04-2024 06:17:10,Gvc,The Hague Centraal,52.084167,4.324722,Asd,Amsterdam Centraal,52.379189,4.899431,1458
10-03-2024 18:10:05,10-04-2024 03:44:05,Gvc,The Hague Centraal,52.084167,4.324722,Rtd,Rotterdam Centraal,51.9225,4.467167,1878
10-02-2024 13:58:02,10-03-2024 08:40:21,Nm,Nijmegen Station,51.841111,5.854167,GV,The Hague Hollands Spoor,52.070833,4.322222,1601
10-02-2024 07:56:44,10-04-2024 03:33:22,Uto,Utrecht Overvecht,52.113333,5.111111,Nm,Nijmegen Station,51.841111,5.854167,1926
10-01-2024 16:25:45,10-02-2024 11:54:30,Rtd,Rotterdam Centraal,51.9225,4.467167,Rtb,Rotterdam Blaak,51.920582,4.486082,1724
10-01-2024 21:02:08,10-04-2024 04:47:22,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1600
10-04-2024 03:47:15,10-04-2024 12:20:38,Asd,Amsterdam Centraal,52.379189,4.899431,GV,The Hague Hollands Spoor,52.070833,4.322222,1132
10-03-2024 10:13:00,10-04-2024 02:47:29,GV,The Hague Hollands Spoor,52.070833,4.322222,Ah,Arnhem Centraal,51.985,5.898611,1955
10-04-2024 05:36:05,10-04-2024 19:30:58,Gvc,The Hague Centraal,52.084167,4.324722,GV,The Hague Hollands Spoor,52.070833,4.322222,1439
10-02-2024 04:01:46,10-02-2024 13:17:55,Rtd,Rotterdam Centraal,51.9225,4.467167,Ut,Utrecht Centraal,52.089444,5.110278,1158
10-01-2024 12:38:26,10-04-2024 23:01:45,Rtb,Rotterdam Blaak,51.920582,4.486082,Nm,Nijmegen Station,51.841111,5.854167,1283
10-03-2024 21:33:00,10-04-2024 23:20:45,Ah,Arnhem Centraal,51.985,5.898611,Rtd,Rotterdam Centraal,51.9225,4.467167,1121
10-02-2024 10:02:52,10-04-2024 03:17:01,Ut,Utrecht Centraal,52.089444,5.110278,Ams,Amsterdam Amstel,52.346587,4.918684,1323
10-04-2024 12:18:12,10-04-2024 16:00:40,Rtd,Rotterdam Centraal,51.9225,4.467167,Asdz,Amsterdam Zuid,52.338602,4.871978,1656
10-02-2024 05:40:07,10-02-2024 15:35:26,Rtb,Rotterdam Blaak,51.920582,4.486082,GV,The Hague Hollands Spoor,52.070833,4.322222,1539
10-04-2024 15:40:36,10-04-2024 22:48:51,Uto,Utrecht Overvecht,52.113333,5.111111,Ams,Amsterdam Amstel,52.346587,4.918684,1838
10-04-2024 06:12:26,10-04-2024 09:39:54,Rtb,Rotterdam Blaak,51.920582,4.486082,Rtd,Rotterdam Centraal,51.9225,4.467167,1101
10-04-2024 17:13:22,10-04-2024 21:23:49,Ams,Amsterdam Amstel,52.346587,4.918684,GV,The Hague Hollands Spoor,52.070833,4.322222,1742
10-04-2024 15:06:02,10-04-2024 18:54:21,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtd,Rotterdam Centraal,51.9225,4.467167,1632
10-02-2024 22:02:58,10-04-2024 01:00:00,Rtb,Rotterdam Blaak,51.920582,4.486082,Asdz,Amsterdam Zuid,52.338602,4.871978,1809
10-01-2024 11:35:41,10-02-2024 16:34:47,Ah,Arnhem Centraal,51.985,5.898611,Nm,Nijmegen Station,51.841111,5.854167,1156
10-01-2024 13:58:45,10-01-2024 15:38:41,GV,The Hague Hollands Spoor,52.070833,4.322222,Gvc,The Hague Centraal,52.084167,4.324722,1490
10-04-2024 11:08:28,10-04-2024 16:01:29,Rtd,Rotterdam Centraal,51.9225,4.467167,Asdz,Amsterdam Zuid,52.338602,4.871978,1031
10-03-2024 07:35:42,10-04-2024 21:26:02,GV,The Hague Hollands Spoor,52.070833,4.322222,Rtd,Rotterdam Centraal,51.9225,4.467167,1870
10-01-2024 17:09:05,10-02-2024 04:30:51,Rtb,Rotterdam Blaak,51.920582,4.486082,Asd,Amsterdam Centraal,52.379189,4.899431,1515
10-03-2024 00:31:57,10-03-2024 22:20:16,Asdz,Amsterdam Zuid,52.338602,4.871978,Uto,Utrecht Overvecht,52.113333,5.111111,1438
10-04-2024 04:52:10,10-04-2024 14:58:17,Asd,Amsterdam Centraal,52.379189,4.899431,Rtd,Rotterdam Centraal,51.9225,4.467167,1589
10-02-2024 08:02:25,10-04-2024 14:50:11,Ut,Utrecht Centraal,52.089444,5.110278,Ams,Amsterdam Amstel,52.346587,4.918684,1773
10-04-2024 07:42:11,10-04-2024 18:37:06,Ams,Amsterdam Amstel,52.346587,4.918684,Uto,Utrecht Overvecht,52.113333,5.111111,1821
10-04-2024 18:09:22,10-04-2024 18:22:21,Ut,Utrecht Centraal,52.089444,5.110278,Rtb,Rotterdam Blaak,51.920582,4.486082,1189
10-04-2024 07:59:10,10-04-2024 11:06:58,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1935
10-02-2024 18:26:14,10-03-2024 04:33:49,Gvc,The Hague Centraal,52.084167,4.324722,Asdz,Amsterdam Zuid,52.338602,4.871978,1632
10-03-2024 19:58:26,10-04-2024 06:23:04,Ut,Utrecht Centraal,52.089444,5.110278,GV,The Hague Hollands Spoor,52.070833,4.322222,1091
10-04-2024 07:16:54,10-04-2024 21:07:54,Rtb,Rotterdam Blaak,51.920582,4.486082,Rtd,Rotterdam Centraal,51.9225,4.467167,1882
10-02-2024 17:33:43,10-03-2024 10:52:50,Ams,Amsterdam Amstel,52.346587,4.918684,Rtb,Rotterdam Blaak,51.920582,4.486082,1803
10-02-2024 11:16:52,10-04-2024 15:35:34,Rtb,Rotterdam Blaak,51.920582,4.486082,GV,The Hague Hollands Spoor,52.070833,4.322222,1479
10-02-2024 17:24:48,10-04-2024 04:03:04,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtb,Rotterdam Blaak,51.920582,4.486082,1997
10-01-2024 03:08:44,10-04-2024 00:44:04,Asd,Amsterdam Centraal,52.379189,4.899431,Ut,Utrecht Centraal,52.089444,5.110278,1361
10-02-2024 22:13:59,10-04-2024 03:49:17,Nm,Nijmegen Station,51.841111,5.854167,Uto,Utrecht Overvecht,52.113333,5.111111,1227
10-04-2024 09:56:35,10-04-2024 11:14:41,Asd,Amsterdam Centraal,52.379189,4.899431,Uto,Utrecht Overvecht,52.113333,5.111111,1532
10-01-2024 04:53:13,10-04-2024 22:06:57,Nm,Nijmegen Station,51.841111,5.854167,Asdz,Amsterdam Zuid,52.338602,4.871978,1702
10-02-2024 20:27:43,10-03-2024 14:47:10,Ah,Arnhem Centraal,51.985,5.898611,Asd,Amsterdam Centraal,52.379189,4.899431,1889
10-03-2024 13:24:29,10-04-2024 23:34:21,Rtd,Rotterdam Centraal,51.9225,4.467167,GV,The Hague Hollands Spoor,52.070833,4.322222,1366
10-04-2024 15:01:15,10-04-2024 15:01:37,Rtd,Rotterdam Centraal,51.9225,4.467167,Gvc,The Hague Centraal,52.084167,4.324722,1801
10-02-2024 16:18:41,10-03-2024 09:09:11,Ut,Utrecht Centraal,52.089444,5.110278,Rtb,Rotterdam Blaak,51.920582,4.486082,1827
10-01-2024 05:07:25,10-03-2024 16:51:23,Ams,Amsterdam Amstel,52.346587,4.918684,Nm,Nijmegen Station,51.841111,5.854167,1267
10-02-2024 10:03:35,10-03-2024 12:03:06,Asdz,Amsterdam Zuid,52.338602,4.871978,Ut,Utrecht Centraal,52.089444,5.110278,1434
10-01-2024 13:31:05,10-01-2024 21:32:04,Rtb,Rotterdam Blaak,51.920582,4.486082,Gvc,The Hague Centraal,52.084167,4.324722,1080
10-02-2024 23:09:57,10-04-2024 05:38:08,GV,The Hague Hollands Spoor,52.070833,4.322222,Ah,Arnhem Centraal,51.985,5.898611,1516
10-01-2024 20:47:22,10-02-2024 05:50:57,Ah,Arnhem Centraal,51.985,5.898611,Asdz,Amsterdam Zuid,52.338602,4.871978,1444
10-01-2024 14:48:47,10-04-2024 07:13:40,Rtd,Rotterdam Centraal,51.9225,4.467167,Ah,Arnhem Centraal,51.985,5.898611,1846
10-04-2024 22:46:05,10-04-2024 23:17:29,Asd,Amsterdam Centraal,52.379189,4.899431,Uto,Utrecht Overvecht,52.113333,5.111111,1098
10-03-2024 16:47:44,10-04-2024 08:12:20,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtb,Rotterdam Blaak,51.920582,4.486082,1081
10-03-2024 00:08:20,10-04-2024 06:00:53,Rtd,Rotterdam Centraal,51.9225,4.467167,Ams,Amsterdam Amstel,52.346587,4.918684,1490
10-02-2024 00:38:54,10-04-2024 11:07:13,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1028
10-01-2024 08:12:59,10-03-2024 15:03:54,Rtd,Rotterdam Centraal,51.9225,4.467167,Nm,Nijmegen Station,51.841111,5.854167,1524
10-04-2024 09:08:01,10-04-2024 22:04:40,Asd,Amsterdam Centraal,52.379189,4.899431,Ams,Amsterdam Amstel,52.346587,4.918684,1930
10-04-2024 09:15:59,10-04-2024 10:21:26,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtb,Rotterdam Blaak,51.920582,4.486082,1760
10-03-2024 16:27:56,10-04-2024 21:24:18,Ut,Utrecht Centraal,52.089444,5.110278,Ah,Arnhem Centraal,51.985,5.898611,1948
10-04-2024 20:17:26,10-04-2024 20:37:00,Asdz,Amsterdam Zuid,52.338602,4.871978,Gvc,The Hague Centraal,52.084167,4.324722,1447
10-03-2024 03:36:16,10-04-2024 19:48:34,Gvc,The Hague Centraal,52.084167,4.324722,Uto,Utrecht Overvecht,52.113333,5.111111,1484
10-02-2024 03:22:50,10-02-2024 17:36:56,Ut,Utrecht Centraal,52.089444,5.110278,GV,The Hague Hollands Spoor,52.070833,4.322222,1443
10-02-2024 13:57:01,10-04-2024 12:42:59,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1621
10-03-2024 14:05:41,10-04-2024 01:32:53,Asd,Amsterdam Centraal,52.379189,4.899431,Uto,Utrecht Overvecht,52.113333,5.111111,1617
10-03-2024 14:48:08,10-04-2024 23:08:24,Nm,Nijmegen Station,51.841111,5.854167,Ams,Amsterdam Amstel,52.346587,4.918684,1103
10-04-2024 14:00:14,10-04-2024 17:09:15,Ut,Utrecht Centraal,52.089444,5.110278,Asdz,Amsterdam Zuid,52.338602,4.871978,1065
10-02-2024 20:58:30,10-04-2024 17:47:32,Ah,Arnhem Centraal,51.985,5.898611,Rtb,Rotterdam Blaak,51.920582,4.486082,1906
10-04-2024 23:57:36,10-04-2024 23:58:31,Ams,Amsterdam Amstel,52.346587,4.918684,Uto,Utrecht Overvecht,52.113333,5.111111,1266
10-01-2024 00:31:38,10-01-2024 17:54:00,GV,The Hague Hollands Spoor,52.070833,4.322222,Nm,Nijmegen Station,51.841111,5.854167,1402
10-01-2024 22:09:02,10-03-2024 11:08:37,Uto,Utrecht Overvecht,52.113333,5.111111,Rtd,Rotterdam Centraal,51.9225,4.467167,1129
10-04-2024 18:12:16,10-04-2024 23:22:24,Ah,Arnhem Centraal,51.985,5.898611,Asdz,Amsterdam Zuid,52.338602,4.871978,1480
10-02-2024 18:21:07,10-04-2024 08:09:51,GV,The Hague Hollands Spoor,52.070833,4.322222,Gvc,The Hague Centraal,52.084167,4.324722,1602
10-01-2024 21:57:36,10-04-2024 10:25:55,Ams,Amsterdam Amstel,52.346587,4.918684,Asd,Amsterdam Centraal,52.379189,4.899431,1203
10-04-2024 04:51:56,10-04-2024 07:20:59,Rtd,Rotterdam Centraal,51.9225,4.467167,Nm,Nijmegen Station,51.841111,5.854167,1636
10-01-2024 09:29:30,10-03-2024 09:25:44,Rtb,Rotterdam Blaak,51.920582,4.486082,Gvc,The Hague Centraal,52.084167,4.324722,1166
10-04-2024 03:28:32,10-04-2024 06:10:35,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1696
10-02-2024 21:41:16,10-03-2024 19:10:51,Asdz,Amsterdam Zuid,52.338602,4.871978,Ah,Arnhem Centraal,51.985,5.898611,1926
10-02-2024 20:47:08,10-03-2024 21:07:00,Rtd,Rotterdam Centraal,51.9225,4.467167,GV,The Hague Hollands Spoor,52.070833,4.322222,1322
10-03-2024 16:07:23,10-04-2024 16:11:03,Rtd,Rotterdam Centraal,51.9225,4.467167,Nm,Nijmegen Station,51.841111,5.854167,1137
10-01-2024 12:03:02,10-04-2024 22:19:52,Rtd,Rotterdam Centraal,51.9225,4.467167,Rtb,Rotterdam Blaak,51.920582,4.486082,1753
10-02-2024 19:48:50,10-04-2024 00:29:42,Ut,Utrecht Centraal,52.089444,5.110278,Ams,Amsterdam Amstel,52.346587,4.918684,1591
10-03-2024 00:17:51,10-04-2024 14:53:12,GV,The Hague Hollands Spoor,52.070833,4.322222,Ams,Amsterdam Amstel,52.346587,4.918684,1509
10-01-2024 10:41:02,10-04-2024 03:00:08,Asd,Amsterdam Centraal,52.379189,4.899431,Rtb,Rotterdam Blaak,51.920582,4.486082,1242
10-03-2024 09:02:39,10-04-2024 05:06:15,GV,The Hague Hollands Spoor,52.070833,4.322222,Nm,Nijmegen Station,51.841111,5.854167,1736
10-04-2024 16:05:10,10-04-2024 21:58:56,Ams,Amsterdam Amstel,52.346587,4.918684,Uto,Utrecht Overvecht,52.113333,5.111111,1786
10-03-2024 03:39:19,10-03-2024 21:22:24,Ams,Amsterdam Amstel,52.346587,4.918684,Gvc,The Hague Centraal,52.084167,4.324722,1573
10-04-2024 15:12:43,10-04-2024 22:25:57,Ams,Amsterdam Amstel,52.346587,4.918684,Rtb,Rotterdam Blaak,51.920582,4.486082,1619
10-02-2024 05:03:36,10-02-2024 08:34:43,Asd,Amsterdam Centraal,52.379189,4.899431,Ah,Arnhem Centraal,51.985,5.898611,1983
10-02-2024 11:15:58,10-04-2024 13:53:07,GV,The Hague Hollands Spoor,52.070833,4.322222,Ams,Amsterdam Amstel,52.346587,4.918684,1584
10-01-2024 12:19:33,10-03-2024 21:58:56,Asdz,Amsterdam Zuid,52.338602,4.871978,Rtd,Rotterdam Centraal,51.9225,4.467167,1520
10-01-2024 12:13:20,10-04-2024 20:28:12,Asdz,Amsterdam Zuid,52.338602,4.871978,GV,The Hague Hollands Spoor,52.070833,4.322222,1356
10-04-2024 03:59:18,10-04-2024 11:15:56,Rtb,Rotterdam Blaak,51.920582,4.486082,Gvc,The Hague Centraal,52.084167,4.324722,1699
10-03-2024 04:26:02,10-03-2024 08:15:26,Ut,Utrecht Centraal,52.089444,5.110278,Asdz,Amsterdam Zuid,52.338602,4.871978,1278
10-02-2024 00:28:17,10-02-2024 08:36:27,Rtd,Rotterdam Centraal,51.9225,4.467167,Ah,Arnhem Centraal,51.985,5.898611,1253
10-02-2024 05:51:54,10-02-2024 20:14:02,Gvc,The Hague Centraal,52.084167,4.324722,Asd,Amsterdam Centraal,52.379189,4.899431,1663
10-03-2024 21:27:12,10-04-2024 07:07:15,Ah,Arnhem Centraal,51.985,5.898611,Nm,Nijmegen Station,51.841111,5.854167,1513
10-02-2024 10:54:17,10-03-2024 19:07:13,Uto,Utrecht Overvecht,52.113333,5.111111,Nm,Nijmegen Station,51.841111,5.854167,1270
10-03-2024 18:12:02,10-04-2024 05:36:25,Gvc,The Hague Centraal,52.084167,4.324722,Ams,Amsterdam Amstel,52.346587,4.918684,1120
10-02-2024 17:10:14,10-04-2024 09:53:37,Asd,Amsterdam Centraal,52.379189,4.899431,Gvc,The Hague Centraal,52.084167,4.324722,1536
10-01-2024 13:19:20,10-04-2024 15:16:26,Uto,Utrecht Overvecht,52.113333,5.111111,Asd,Amsterdam Centraal,52.379189,4.899431,1109
10-01-2024 12:55:11,10-04-2024 01:42:21,Ams,Amsterdam Amstel,52.346587,4.918684,Uto,Utrecht Overvecht,52.113333,5.111111,1413
10-01-2024 00:58:52,10-01-2024 08:33:22,Asdz,Amsterdam Zuid,52.338602,4.871978,Ut,Utrecht Centraal,52.089444,5.110278,1480
10-02-2024 20:17:48,10-03-2024 04:45:24,Ut,Utrecht Centraal,52.089444,5.110278,Nm,Nijmegen Station,51.841111,5.854167,1497
10-01-2024 06:31:36,10-01-2024 12:39:09,Rtb,Rotterdam Blaak,51.920582,4.486082,Ams,Amsterdam Amstel,52.346587,4.918684,1275
10-01-2024 06:23:49,10-04-2024 04:54:01,Ah,Arnhem Centraal,51.985,5.898611,Ams,Amsterdam Amstel,52.346587,4.918684,1352
10-03-2024 08:01:36,10-04-2024 08:54:09,Uto,Utrecht Overvecht,52.113333,5.111111,Nm,Nijmegen Station,51.841111,5.854167,1815
10-02-2024 09:13:00,10-02-2024 09:33:27,Asd,Amsterdam Centraal,52.379189,4.899431,Asdz,Amsterdam Zuid,52.338602,4.871978,1134
10-03-2024 23:05:05,10-04-2024 07:07:08,Asd,Amsterdam Centraal,52.379189,4.899431,Ut,Utrecht Centraal,52.089444,5.110278,1397
10-01-2024 09:58:08,10-04-2024 06:43:16,Rtb,Rotterdam Blaak,51.920582,4.486082,Ams,Amsterdam Amstel,52.346587,4.918684,1233
10-02-2024 20:09:08,10-04-2024 13:42:35,Asd,Amsterdam Centraal,52.379189,4.899431,Ah,Arnhem Centraal,51.985,5.898611,1913
10-01-2024 07:37:38,10-02-2024 14:54:36,Asd,Amsterdam Centraal,52.379189,4.899431,Rtb,Rotterdam Blaak,51.920582,4.486082,1207
10-01-2024 05:44:50,10-02-2024 13:05:55,Rtb,Rotterdam Blaak,51.920582,4.486082,Asd,Amsterdam Centraal,52.379189,4.899431,1369
10-02-2024 13:01:07,10-03-2024 02:49:45,Rtb,Rotterdam Blaak,51.920582,4.486082,Ut,Utrecht Centraal,52.089444,5.110278,1081
10-01-2024 01:47:40,10-03-2024 22:58:29,Rtd,Rotterdam Centraal,51.9225,4.467167,Ams,Amsterdam Amstel,52.346587,4.918684,1166
10-04-2024 20:22:08,10-04-2024 22:38:15,Nm,Nijmegen Station,51.841111,5.854167,GV,The Hague Hollands Spoor,52.070833,4.322222,1653
10-04-2024 03:02:13,10-04-2024 11:17:50,Gvc,The Hague Centraal,52.084167,4.324722,Asdz,Amsterdam Zuid,52.338602,4.871978,1678
10-03-2024 20:12:17,10-04-2024 11:10:44,Gvc,The Hague Centraal,52.084167,4.324722,Asd,Amsterdam Centraal,52.379189,4.899431,1571
10-03-2024 08:24:29,10-04-2024 10:54:28,Rtb,Rotterdam Blaak,51.920582,4.486082,Uto,Utrecht Overvecht,52.113333,5.111111,1355
10-02-2024 01:39:24,10-04-2024 22:04:04,Ams,Amsterdam Amstel,52.346587,4.918684,Asd,Amsterdam Centraal,52.379189,4.899431,1533
10-01-2024 19:42:56,10-04-2024 09:02:05,Rtb,Rotterdam Blaak,51.920582,4.486082,Asd,Amsterdam Centraal,52.379189,4.899431,1835
