"startStationID","startStationName","startstationlatitude","startstationlongitude","endstationid","endstationname","endstationlatitude","endstationlongitude","bikeid"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1813"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1451"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1367"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1531"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1416"
"Ah","Arnhem Centraal","51.985","5.898611","Asd","Amsterdam Centraal","52.379189","4.899431","1595"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ut","Utrecht Centraal","52.089444","5.110278","1741"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1519"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1215"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1922"
"Ah","Arnhem Centraal","51.985","5.898611","Asdz","Amsterdam Zuid","52.338602","4.871978","1047"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1147"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1305"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1624"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1454"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1156"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1181"
"Nm","Nijmegen Station","51.841111","5.854167","Ams","Amsterdam Amstel","52.346587","4.918684","1112"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1725"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1514"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Uto","Utrecht Overvecht","52.113333","5.111111","1874"
"Ah","Arnhem Centraal","51.985","5.898611","Asdz","Amsterdam Zuid","52.338602","4.871978","1585"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1561"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1334"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1438"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1068"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1881"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1512"
"Gvc","The Hague Centraal","52.084167","4.324722","Asd","Amsterdam Centraal","52.379189","4.899431","1471"
"Ah","Arnhem Centraal","51.985","5.898611","Rtd","Rotterdam Centraal","51.9225","4.467167","1308"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1779"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1262"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1675"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1571"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1794"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1485"
"Gvc","The Hague Centraal","52.084167","4.324722","Uto","Utrecht Overvecht","52.113333","5.111111","1394"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ah","Arnhem Centraal","51.985","5.898611","1990"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1344"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1917"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1038"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1214"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1418"
"Nm","Nijmegen Station","51.841111","5.854167","GV","The Hague Hollands Spoor","52.070833","4.322222","1566"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1616"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1853"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1532"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1754"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1625"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1111"
"Ah","Arnhem Centraal","51.985","5.898611","Asd","Amsterdam Centraal","52.379189","4.899431","1716"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1389"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1688"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1286"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1318"
"Ah","Arnhem Centraal","51.985","5.898611","GV","The Hague Hollands Spoor","52.070833","4.322222","1106"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1970"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1888"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1308"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1191"
"Gvc","The Hague Centraal","52.084167","4.324722","Ah","Arnhem Centraal","51.985","5.898611","1723"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1787"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1061"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1492"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1814"
"Asd","Amsterdam Centraal","52.379189","4.899431","Uto","Utrecht Overvecht","52.113333","5.111111","1319"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1670"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1898"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1172"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1491"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1223"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1425"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1833"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1289"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1008"
"Ah","Arnhem Centraal","51.985","5.898611","Gvc","The Hague Centraal","52.084167","4.324722","1298"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1072"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1694"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1159"
"Gvc","The Hague Centraal","52.084167","4.324722","Uto","Utrecht Overvecht","52.113333","5.111111","1526"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1072"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1300"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1975"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1118"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ut","Utrecht Centraal","52.089444","5.110278","1414"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1827"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1731"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1835"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtb","Rotterdam Blaak","51.920582","4.486082","1678"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1123"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Nm","Nijmegen Station","51.841111","5.854167","1772"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1525"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1532"
"Asd","Amsterdam Centraal","52.379189","4.899431","Nm","Nijmegen Station","51.841111","5.854167","1837"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1096"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1314"
"Nm","Nijmegen Station","51.841111","5.854167","Uto","Utrecht Overvecht","52.113333","5.111111","1112"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1142"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1439"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1247"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1142"
"Gvc","The Hague Centraal","52.084167","4.324722","Asdz","Amsterdam Zuid","52.338602","4.871978","1203"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtb","Rotterdam Blaak","51.920582","4.486082","1963"
"Ams","Amsterdam Amstel","52.346587","4.918684","Gvc","The Hague Centraal","52.084167","4.324722","1749"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ut","Utrecht Centraal","52.089444","5.110278","1275"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1492"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1055"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1087"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1639"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Ams","Amsterdam Amstel","52.346587","4.918684","1092"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asd","Amsterdam Centraal","52.379189","4.899431","1053"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ams","Amsterdam Amstel","52.346587","4.918684","1276"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1886"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1742"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1689"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1380"
"Ut","Utrecht Centraal","52.089444","5.110278","Ah","Arnhem Centraal","51.985","5.898611","1937"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1343"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ah","Arnhem Centraal","51.985","5.898611","1066"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1372"
"Ams","Amsterdam Amstel","52.346587","4.918684","Gvc","The Hague Centraal","52.084167","4.324722","1089"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1879"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1428"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1884"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1323"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1615"
"Ah","Arnhem Centraal","51.985","5.898611","Rtd","Rotterdam Centraal","51.9225","4.467167","1272"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1403"
"Ams","Amsterdam Amstel","52.346587","4.918684","GV","The Hague Hollands Spoor","52.070833","4.322222","1373"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1643"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Uto","Utrecht Overvecht","52.113333","5.111111","1485"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1187"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1530"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1339"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1428"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1113"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1668"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1233"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1456"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1363"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Rtb","Rotterdam Blaak","51.920582","4.486082","1393"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1784"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1776"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1656"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Gvc","The Hague Centraal","52.084167","4.324722","1616"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1971"
"Ams","Amsterdam Amstel","52.346587","4.918684","Asdz","Amsterdam Zuid","52.338602","4.871978","1165"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ams","Amsterdam Amstel","52.346587","4.918684","1486"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1200"
"Ut","Utrecht Centraal","52.089444","5.110278","Ams","Amsterdam Amstel","52.346587","4.918684","1661"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtb","Rotterdam Blaak","51.920582","4.486082","1711"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1385"
"Ams","Amsterdam Amstel","52.346587","4.918684","Uto","Utrecht Overvecht","52.113333","5.111111","1093"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1614"
"Nm","Nijmegen Station","51.841111","5.854167","Asd","Amsterdam Centraal","52.379189","4.899431","1780"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1187"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1842"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtd","Rotterdam Centraal","51.9225","4.467167","1000"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1191"
"Ut","Utrecht Centraal","52.089444","5.110278","Rtb","Rotterdam Blaak","51.920582","4.486082","1419"
"Rtd","Rotterdam Centraal","51.9225","4.467167","GV","The Hague Hollands Spoor","52.070833","4.322222","1273"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1062"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1292"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1938"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1077"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1900"
"Ams","Amsterdam Amstel","52.346587","4.918684","Nm","Nijmegen Station","51.841111","5.854167","1433"
"Ah","Arnhem Centraal","51.985","5.898611","Nm","Nijmegen Station","51.841111","5.854167","1726"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1037"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asd","Amsterdam Centraal","52.379189","4.899431","1532"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Ut","Utrecht Centraal","52.089444","5.110278","1498"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtb","Rotterdam Blaak","51.920582","4.486082","1382"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ah","Arnhem Centraal","51.985","5.898611","1696"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asdz","Amsterdam Zuid","52.338602","4.871978","1013"
"Ah","Arnhem Centraal","51.985","5.898611","Rtb","Rotterdam Blaak","51.920582","4.486082","1319"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Nm","Nijmegen Station","51.841111","5.854167","1968"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asdz","Amsterdam Zuid","52.338602","4.871978","1196"
"Ah","Arnhem Centraal","51.985","5.898611","Ams","Amsterdam Amstel","52.346587","4.918684","1436"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Nm","Nijmegen Station","51.841111","5.854167","1106"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1475"
"Gvc","The Hague Centraal","52.084167","4.324722","GV","The Hague Hollands Spoor","52.070833","4.322222","1838"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1014"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtb","Rotterdam Blaak","51.920582","4.486082","1704"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ams","Amsterdam Amstel","52.346587","4.918684","1109"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1325"
"Ah","Arnhem Centraal","51.985","5.898611","Asd","Amsterdam Centraal","52.379189","4.899431","1145"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Rtb","Rotterdam Blaak","51.920582","4.486082","1451"
"Uto","Utrecht Overvecht","52.113333","5.111111","Asdz","Amsterdam Zuid","52.338602","4.871978","1643"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1579"
"Gvc","The Hague Centraal","52.084167","4.324722","Ams","Amsterdam Amstel","52.346587","4.918684","1690"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1065"
"Uto","Utrecht Overvecht","52.113333","5.111111","Rtd","Rotterdam Centraal","51.9225","4.467167","1257"
"Nm","Nijmegen Station","51.841111","5.854167","Rtd","Rotterdam Centraal","51.9225","4.467167","1365"
"Asd","Amsterdam Centraal","52.379189","4.899431","Asdz","Amsterdam Zuid","52.338602","4.871978","1097"
"Uto","Utrecht Overvecht","52.113333","5.111111","Ams","Amsterdam Amstel","52.346587","4.918684","1831"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1571"
"Gvc","The Hague Centraal","52.084167","4.324722","Nm","Nijmegen Station","51.841111","5.854167","1371"
"Nm","Nijmegen Station","51.841111","5.854167","Ah","Arnhem Centraal","51.985","5.898611","1119"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1984"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1054"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Asd","Amsterdam Centraal","52.379189","4.899431","1706"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1733"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1766"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1541"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1972"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1842"
"Gvc","The Hague Centraal","52.084167","4.324722","Rtd","Rotterdam Centraal","51.9225","4.467167","1959"
"Nm","Nijmegen Station","51.841111","5.854167","Asdz","Amsterdam Zuid","52.338602","4.871978","1846"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1254"
"Ams","Amsterdam Amstel","52.346587","4.918684","Rtd","Rotterdam Centraal","51.9225","4.467167","1899"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1670"
"Nm","Nijmegen Station","51.841111","5.854167","Asd","Amsterdam Centraal","52.379189","4.899431","1609"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ams","Amsterdam Amstel","52.346587","4.918684","1227"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Gvc","The Hague Centraal","52.084167","4.324722","1772"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ams","Amsterdam Amstel","52.346587","4.918684","1676"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Nm","Nijmegen Station","51.841111","5.854167","1451"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Asd","Amsterdam Centraal","52.379189","4.899431","1259"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Rtd","Rotterdam Centraal","51.9225","4.467167","1632"
"Ut","Utrecht Centraal","52.089444","5.110278","Uto","Utrecht Overvecht","52.113333","5.111111","1671"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ah","Arnhem Centraal","51.985","5.898611","1054"
"Ut","Utrecht Centraal","52.089444","5.110278","Asdz","Amsterdam Zuid","52.338602","4.871978","1734"
"Asd","Amsterdam Centraal","52.379189","4.899431","Rtd","Rotterdam Centraal","51.9225","4.467167","1421"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1755"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asd","Amsterdam Centraal","52.379189","4.899431","1817"
"Asd","Amsterdam Centraal","52.379189","4.899431","GV","The Hague Hollands Spoor","52.070833","4.322222","1888"
"Ah","Arnhem Centraal","51.985","5.898611","Asdz","Amsterdam Zuid","52.338602","4.871978","1207"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1957"
"Ams","Amsterdam Amstel","52.346587","4.918684","Ut","Utrecht Centraal","52.089444","5.110278","1143"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Rtd","Rotterdam Centraal","51.9225","4.467167","1562"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1129"
"Uto","Utrecht Overvecht","52.113333","5.111111","GV","The Hague Hollands Spoor","52.070833","4.322222","1899"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Gvc","The Hague Centraal","52.084167","4.324722","1992"
"Uto","Utrecht Overvecht","52.113333","5.111111","Nm","Nijmegen Station","51.841111","5.854167","1672"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1478"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Gvc","The Hague Centraal","52.084167","4.324722","1562"
"Ut","Utrecht Centraal","52.089444","5.110278","Nm","Nijmegen Station","51.841111","5.854167","1234"
"Asdz","Amsterdam Zuid","52.338602","4.871978","GV","The Hague Hollands Spoor","52.070833","4.322222","1682"
"Uto","Utrecht Overvecht","52.113333","5.111111","Gvc","The Hague Centraal","52.084167","4.324722","1862"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Ut","Utrecht Centraal","52.089444","5.110278","1567"
"Gvc","The Hague Centraal","52.084167","4.324722","Ah","Arnhem Centraal","51.985","5.898611","1059"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Uto","Utrecht Overvecht","52.113333","5.111111","1124"
"Ah","Arnhem Centraal","51.985","5.898611","Uto","Utrecht Overvecht","52.113333","5.111111","1592"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Asdz","Amsterdam Zuid","52.338602","4.871978","1090"
"Asdz","Amsterdam Zuid","52.338602","4.871978","Asd","Amsterdam Centraal","52.379189","4.899431","1584"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1325"
"Nm","Nijmegen Station","51.841111","5.854167","Ut","Utrecht Centraal","52.089444","5.110278","1469"
"Ut","Utrecht Centraal","52.089444","5.110278","Gvc","The Hague Centraal","52.084167","4.324722","1363"
"Rtb","Rotterdam Blaak","51.920582","4.486082","Uto","Utrecht Overvecht","52.113333","5.111111","1478"
"Rtd","Rotterdam Centraal","51.9225","4.467167","Ah","Arnhem Centraal","51.985","5.898611","1463"
"Gvc","The Hague Centraal","52.084167","4.324722","Asd","Amsterdam Centraal","52.379189","4.899431","1410"
"Ut","Utrecht Centraal","52.089444","5.110278","Asd","Amsterdam Centraal","52.379189","4.899431","1982"
"Ah","Arnhem Centraal","51.985","5.898611","Ut","Utrecht Centraal","52.089444","5.110278","1904"
"Asd","Amsterdam Centraal","52.379189","4.899431","Ut","Utrecht Centraal","52.089444","5.110278","1675"
"GV","The Hague Hollands Spoor","52.070833","4.322222","Uto","Utrecht Overvecht","52.113333","5.111111","1132"
